0,0,0
-121945.34683183163,-78479.57979469327,16549772.689339029
-181207.07027724237,649.762092738475,-8175255.978375318
131971.94716740784,82827.35737883407,19359460.337680437
143268.83568623665,99182.51675710255,34251695.42465006
-132867.18437303154,66191.25920276443,-4109891.7581919543
-39691.38426105664,-185869.44712909177,39566057.0859741
-267431.2899984586,54250.81305277722,34920721.68322898
-174913.1471291581,-112038.07876637086,7663189.291276633
-271910.7203475242,15645.651573082585,-8332215.549855547
286033.29115143744,-228592.00984720845,20969130.836690612
-159613.6643706735,-111167.28208738979,7694358.56788266
18388.540577386404,-147013.23012503728,-545462.3406050914
-91825.402813574,-190465.20541405855,28035651.11865228
140113.24801489356,60148.42334498493,13229131.542349149
-141053.44514318334,28684.56892919537,23626311.66735262
-188321.62506384242,-188244.65638800978,33975624.68899686
235326.83388317918,79693.9557046972,-9181578.337369226
96713.74165566315,-46525.104133715744,4013044.3630232797
-271534.42814251006,-200098.19265849935,-13022078.490609262
218191.2894200334,9012.509410646066,-11470293.791010238
19388.835499592704,-217093.20633374064,21740570.432689246
104645.27236990815,-201236.89904481682,12902967.326436318
135921.6069362962,-236960.7719315919,-1551784.6995990237
307129.97277940344,-154563.89640195022,32419387.23559698
-96720.18529134883,84079.97825617252,1078679.6082578597
13560.736867559786,11209.467249462683,37229474.528973855
130521.158671804,-181861.81756404456,-4861293.962086745
77859.15150891662,-52316.1866115223,38280324.42597635
-33524.347219424235,-125568.29935700957,27809673.863258716
-104759.36934368579,-62593.5780880884,10138920.404553689
-44930.759678218106,-83225.80861072519,-681271.3315312639
303909.5875549571,-24776.643620552124,30459062.37476925
-122256.02136441554,114861.57938688018,29587435.818251282
-75431.88357801727,-151954.5283376928,-4293567.852477332
157868.49039530792,-184106.17948550318,36942271.90881852
287032.55444851116,-49493.21354771736,35785669.10904564
-245616.84557497886,-71029.92206703532,26303529.890118495
-109022.95935402223,-115423.52974938498,26333585.978274286
-219900.49508546147,9376.583513037944,-3249397.086176141
30907.366696101082,-165491.3037080906,32648704.056341168
270578.4644030013,-59164.25150254204,5853144.87122785
-121489.83057441136,105002.47049759835,35922591.288422026
300878.0593930869,-164351.516333412,30311008.310890708
-271951.3876040222,121570.74258563339,24599238.3728401
29969.215374412215,-17256.952118393187,-7834620.312609662
29328.783309256385,65698.56967458659,26394811.3430361
-121184.84102844996,-160105.29209963285,7805677.41290411
151899.4333072927,-24032.807761892967,-335069.7235145645
101204.54666450173,-202771.3240480926,19798056.58706496
218331.34005970368,127397.7226202333,23492729.053326875
183845.89690126586,-121643.68336383019,128016.67177467802
108495.36726137853,-79252.76157403087,22293825.092445854
30758.36337190256,-219274.6480420978,14288886.946953379
-186074.00809364056,-148189.8625424059,28050122.56850506
180949.81071208796,-212293.60524550866,27192967.46183988
-96131.81706114177,46253.72339903862,-5223080.208406458
65948.39770162682,51478.5465021114,33675063.80743894
34879.69622495274,-99610.31510634974,29359232.18595731
-113489.19693941275,-81108.61773745368,7070973.035762523
-130642.70321026897,-174720.75958607398,3478713.906920323
221059.3944264029,-145123.9698868374,38833579.08573297
171120.22104354997,-171588.70482766078,-8533702.659344392
47108.80027748792,99693.41704979584,-1971456.7453298892
-219610.13413816757,88665.29241117819,-1900212.68451615
-219044.74321962974,-50158.23190486387,17257760.54367544
-274590.3371908406,-103785.9163872637,23884571.387802377
-84870.48507271017,-185109.83122748186,-4452753.800858013
-30808.573781477284,106567.09970654552,13425052.709586926
298069.5083880765,72733.43730457433,25144700.713445213
-10003.771768147724,4980.441877063159,-5986727.485253597
-206338.53084971165,67726.27649799251,34197149.19058955
-80663.42326167715,-109203.29720653903,626725.0974707776
-157901.7488372056,-127286.5123199913,20119768.049176935
105906.72913938243,-72224.99639582195,29757753.651134092
-215896.26719722792,-122206.06106045679,38876993.43529132
182140.64037205096,-235623.55654550696,-1322467.8788548168
215385.89370315877,95474.14292805984,5708430.37269997
137814.03624056498,-58619.53580859974,1541766.0035471022
-10481.408115339933,-179300.2540842566,-10269163.453228792
148983.77496086064,-206557.8955597715,28436398.960729495
70381.35710828897,-147034.83411392628,29816752.638995487
69080.83602915799,104314.23111175637,-7044256.512957375
-274729.7098319523,26444.811587083925,20403631.10398163
-121240.7762879267,-36178.02988432531,-11691818.292602926
156974.96891364624,-60451.867062917525,12741555.001155209
57866.09269167964,122731.53772212738,9153748.626113862
-173395.8805555079,-15279.11148108959,-10486235.201020626
-47094.45003159429,22594.93407682731,21482310.71223949
10203.377544628986,-56198.03691339287,4732164.101861852
244673.53995699718,-155756.60027608165,18441079.866253473
-174090.7127932664,-35764.95685423616,32693231.594349757
-253113.78179647157,72353.95593487429,35658765.62572118
30369.720975551758,-44788.54119866331,24486806.339368433
83067.56417932472,-117817.41028663522,1469408.7542831495
-179757.18400974604,18810.467138081756,65678.11856264659
137392.33292647247,-131885.26157534556,-13318186.618366303
